"Date","Time","Open","High","Low","Close","Volume","MACD","MACDAvg","MACDDiff","RSI","SlowK","SlowD","FastAvg","SlowAvg","DistF","DistS","FGS","FLS","OpenBar"
09/08/2008,17:00,176.14,178.28,173.09,174.73,283777,-4.159253,-3.705640,-0.453613,32.14,10.17,15.41,180.4000,192.8344,5.6700,18.1044,0,32,1
09/09/2008,17:00,175.05,175.16,170.13,171.65,319891,-4.501865,-3.864885,-0.636980,28.80,7.81,10.93,179.2150,192.0874,7.5650,20.4374,0,33,1
09/10/2008,17:00,170.59,173.36,165.55,165.55,312499,-5.205599,-4.133028,-1.072571,23.58,5.05,7.68,177.3040,191.1990,11.7540,25.6490,0,34,1
09/11/2008,17:00,171.17,172.34,168.57,169.26,297531,-5.401681,-4.386758,-1.014922,31.69,7.48,6.78,175.5760,190.3328,6.3160,21.0728,0,35,1
09/12/2008,17:00,169.54,171.28,168.42,169.57,262446,-5.469019,-4.603210,-0.865808,32.34,10.60,7.71,174.1350,189.4384,4.5650,19.8684,0,36,1
09/15/2008,17:00,169.39,169.58,162.39,164.10,322251,-5.895805,-4.861729,-1.034075,27.41,12.66,10.25,172.1600,188.4568,8.0600,24.3568,0,37,1
09/16/2008,17:00,162.62,162.71,158.90,159.54,308388,-6.526753,-5.194734,-1.332019,24.11,7.98,10.41,170.3040,187.4402,10.7640,27.9002,0,38,1
09/17/2008,17:00,161.20,166.02,159.75,165.55,312499,-6.467277,-5.449243,-1.018034,35.18,10.41,10.35,169.0850,186.6504,3.5350,21.1004,0,39,1
09/18/2008,17:00,165.49,170.63,164.12,166.27,228670,-6.289541,-5.617302,-0.672239,36.38,16.62,11.67,168.0840,185.8748,1.8140,19.6048,0,40,1
09/19/2008,17:00,166.31,171.98,165.75,171.48,283601,-5.663002,-5.626442,-0.036560,44.39,33.57,20.20,167.7700,185.0914,3.7100,13.6114,0,41,1
09/22/2008,17:00,171.21,179.18,170.71,178.10,321871,-4.579497,-5.417053,0.837556,52.56,56.31,35.50,168.1070,184.3718,9.9930,6.2718,0,42,1
09/23/2008,17:00,177.71,178.31,172.78,175.34,310745,-3.898579,-5.113358,1.214779,49.30,78.34,56.08,168.4760,183.5950,6.8640,8.2550,0,43,1
09/24/2008,17:00,175.66,178.23,173.53,174.46,225035,-3.390868,-4.768860,1.377992,48.28,84.16,72.94,169.3670,182.9294,5.0930,8.4694,0,44,1
09/25/2008,17:00,174.26,177.40,171.95,176.75,238050,-2.771769,-4.369442,1.597673,51.13,81.94,81.48,170.1160,182.3924,6.6340,5.6424,0,45,1
09/26/2008,17:00,176.43,176.84,172.98,175.62,160859,-2.345274,-3.964609,1.619334,49.67,82.40,82.83,170.7210,181.9390,4.8990,6.3190,0,46,1
09/29/2008,17:00,175.62,175.64,163.77,165.10,240947,-2.823602,-3.736407,0.912805,38.65,67.01,77.11,170.8210,181.2834,5.7210,16.1834,0,47,1
09/30/2008,17:00,164.13,171.19,162.09,165.10,246949,-3.166182,-3.622362,0.456180,38.65,47.86,65.76,171.3770,180.5808,6.2770,15.4808,0,48,1
10/01/2008,17:00,170.59,171.57,164.70,167.26,270417,-3.226196,-3.543129,0.316933,41.73,34.12,49.67,171.5480,179.9894,4.2880,12.7294,0,49,1
10/02/2008,17:00,167.46,169.10,162.29,162.70,211893,-3.600210,-3.554545,-0.045665,37.46,30.18,37.39,171.1910,179.3864,8.4910,16.6864,0,50,1
10/03/2008,17:00,162.58,164.76,160.03,162.61,229187,-3.859393,-3.615515,-0.243878,37.38,26.08,30.13,170.3040,178.7606,7.6940,16.1506,0,51,1
10/06/2008,17:00,161.23,161.41,156.29,156.54,265602,-4.502691,-3.792950,-0.709741,32.28,12.23,22.83,168.1480,178.0580,11.6080,21.5180,0,52,1
10/07/2008,17:00,157.69,161.75,156.60,158.79,316624,-4.775900,-3.989540,-0.786360,35.78,9.78,16.03,166.4930,177.3710,7.7030,18.5810,0,53,1
10/08/2008,17:00,158.29,159.72,154.78,157.68,320516,-5.024073,-4.196446,-0.827626,34.82,8.05,10.02,164.8150,176.7126,7.1350,19.0326,0,54,1
10/09/2008,17:00,157.53,158.55,152.92,155.32,236742,-5.349518,-4.427061,-0.922457,32.82,10.61,9.48,162.6720,175.9154,7.3520,20.5954,0,55,1
10/10/2008,17:00,153.66,153.86,145.82,146.43,345349,-6.252707,-4.792190,-1.460517,26.60,7.11,8.59,159.7530,174.9942,13.3230,28.5642,0,56,1
10/13/2008,17:00,148.85,151.25,148.18,149.92,201120,-6.610674,-5.155887,-1.454787,32.04,7.80,8.50,158.2350,174.1224,8.3150,24.2024,0,57,1
10/14/2008,17:00,150.73,153.56,147.04,147.36,254229,-7.020013,-5.528712,-1.491301,30.27,6.48,7.13,156.4610,173.2732,9.1010,25.9132,0,58,1
10/15/2008,17:00,147.48,147.90,142.28,143.27,210193,-7.586988,-5.940367,-1.646621,27.64,6.73,7.00,154.0620,172.3870,10.7920,29.1170,0,59,1
10/16/2008,17:00,142.33,143.23,137.30,138.58,271906,-8.318869,-6.416067,-1.902801,24.96,3.65,5.62,151.6500,171.4188,13.0700,32.8388,0,60,1
10/17/2008,17:00,141.03,143.00,138.57,140.58,129316,-8.637933,-6.860441,-1.777493,28.16,5.18,5.18,149.4470,170.4618,8.8670,29.8818,0,61,1
10/20/2008,17:00,141.15,144.69,140.41,142.84,229290,-8.609190,-7.210191,-1.399000,31.70,9.45,6.09,148.0770,169.6464,5.2370,26.8064,0,62,1
10/21/2008,17:00,144.35,144.49,138.76,140.63,221051,-8.664856,-7.501124,-1.163733,30.14,12.11,8.91,146.2610,168.8018,5.6310,28.1718,0,63,1
10/22/2008,17:00,139.92,140.25,134.65,135.20,263698,-9.042887,-7.809476,-1.233411,26.66,9.79,10.45,144.0130,167.8774,8.8130,32.6774,0,64,1
10/23/2008,17:00,135.66,137.87,134.35,136.29,242637,-9.149060,-8.077393,-1.071667,28.44,6.52,9.47,142.1100,166.9150,5.8200,30.6250,0,65,1
10/24/2008,17:00,137.87,137.95,131.10,132.60,238772,-9.422341,-8.346383,-1.075958,26.12,4.53,6.95,140.7270,165.8986,8.1270,33.2986,0,66,1
10/27/2008,17:00,133.23,134.22,129.75,131.67,220637,-9.603261,-8.597758,-1.005502,25.56,6.09,5.71,138.9020,164.8884,7.2320,33.2184,0,67,1
10/28/2008,17:00,130.69,133.65,130.06,131.18,204354,-9.674656,-8.813138,-0.861518,25.25,5.42,5.35,137.2840,163.8864,6.1040,32.7064,0,68,1
10/29/2008,17:00,132.95,137.69,132.10,135.95,288445,-9.239828,-8.898476,-0.341352,33.69,11.52,7.68,136.5520,162.9468,0.6020,26.9968,0,69,1
10/30/2008,17:00,136.56,139.05,132.49,134.41,263634,-8.916702,-8.902121,-0.014581,32.41,16.02,10.99,136.1350,161.9560,1.7250,27.5460,0,70,1
10/31/2008,17:00,134.03,137.05,131.57,136.26,245996,-8.414347,-8.804566,0.390219,35.56,24.22,17.25,135.7030,160.8898,0.5570,24.6298,0,71,1
11/03/2008,17:00,135.82,137.64,132.08,132.36,224422,-8.235986,-8.690850,0.454864,32.16,20.95,20.40,134.6550,159.8774,2.2950,27.5174,0,72,1
11/04/2008,17:00,132.25,140.22,130.70,138.98,305117,-7.474295,-8.447539,0.973244,42.26,32.25,25.81,134.4900,158.9870,4.4900,20.0070,0,73,1
11/05/2008,17:00,138.45,138.91,133.45,133.75,254390,-7.209560,-8.199943,0.990383,37.51,32.98,28.73,134.3450,157.9688,0.5950,24.2188,0,74,1
11/06/2008,17:00,133.47,133.95,128.61,129.22,268089,-7.281354,-8.016225,0.734872,33.95,30.11,31.78,133.6380,156.8224,4.4180,27.6024,0,75,1
11/07/2008,17:00,129.12,131.27,128.42,129.49,225208,-7.233086,-7.859598,0.626512,34.35,12.06,25.05,133.3270,155.7326,3.8370,26.2426,0,76,1
11/10/2008,17:00,130.25,134.01,127.55,130.86,276071,-7.003553,-7.688389,0.684836,36.45,11.13,17.77,133.2460,154.6728,2.3860,23.8128,0,77,1
11/11/2008,17:00,130.59,130.73,126.77,127.78,247384,-6.989604,-7.548632,0.559027,33.83,12.77,11.98,132.9060,153.6664,5.1260,25.8864,0,78,1
11/12/2008,17:00,127.45,127.95,123.95,124.61,243812,-7.151900,-7.469285,0.317385,31.33,11.74,11.88,131.7720,152.6038,7.1620,27.9938,0,79,1
11/13/2008,17:00,123.89,128.11,123.12,126.69,294393,-7.031626,-7.381754,0.350128,34.74,11.19,11.90,131.0000,151.6120,4.3100,24.9220,0,80,1
11/14/2008,17:00,127.84,128.41,124.14,125.49,222285,-6.952988,-7.296000,0.343012,33.70,13.08,12.00,129.9230,150.6294,4.4330,25.1394,0,81,1
11/17/2008,17:00,125.19,127.43,123.17,123.40,278288,-6.978865,-7.232573,0.253709,31.91,12.12,12.13,129.0270,149.6028,5.6270,26.2028,0,82,1
11/18/2008,17:00,123.46,124.43,122.41,122.84,172182,-6.964279,-7.178914,0.214635,31.43,5.92,10.37,127.4130,148.6266,4.5730,25.7866,0,83,1
11/19/2008,17:00,123.16,123.83,121.44,122.18,208386,-6.926137,-7.128359,0.202222,30.84,2.70,6.92,126.2560,147.7592,4.0760,25.5792,0,84,1
11/20/2008,17:00,121.54,121.88,116.60,117.50,266686,-7.190656,-7.140818,-0.049837,26.97,3.44,4.02,125.0840,146.7240,7.5840,29.2240,0,85,1
11/21/2008,17:00,116.65,119.20,116.33,118.01,205294,-7.275271,-7.167709,-0.107563,28.03,5.01,3.72,123.9360,145.6928,5.9260,27.6828,0,86,1
11/24/2008,17:00,119.05,123.38,116.88,122.58,220639,-6.894098,-7.112987,0.218888,36.87,12.60,7.01,123.1080,144.8624,0.5280,22.2824,0,87,1
11/25/2008,17:00,122.38,122.74,118.60,118.85,217471,-6.814443,-7.053278,0.238835,33.28,16.29,11.30,122.2150,144.0486,3.3650,25.1986,0,88,1
11/26/2008,17:00,118.73,123.05,118.23,122.52,233364,-6.381614,-6.918945,0.537331,39.52,25.82,18.24,122.0060,143.1880,0.5140,20.6680,0,89,1
11/28/2008,17:00,122.38,124.06,119.20,122.51,119228,-5.970576,-6.729271,0.758695,39.51,28.07,23.39,121.5880,142.3128,0.9220,19.8028,0,90,1
12/01/2008,17:00,122.70,122.70,116.70,117.36,203403,-5.991323,-6.581682,0.590359,34.29,26.93,26.94,120.7750,141.2304,3.4150,23.8704,0,91,1
12/02/2008,17:00,116.93,118.33,114.90,115.04,226234,-6.124372,-6.490220,0.365848,32.22,16.12,23.71,119.9390,139.9692,4.8990,24.9292,0,92,1
12/03/2008,17:00,115.84,116.18,114.34,114.87,205589,-6.172380,-6.426652,0.254272,32.07,4.05,15.70,119.1420,138.7598,4.2720,23.8898,0,93,1
12/04/2008,17:00,115.08,115.35,111.44,111.75,224882,-6.388542,-6.419030,0.030488,29.33,2.20,7.46,118.0990,137.5056,6.3490,25.7556,0,94,1
12/05/2008,17:00,111.86,112.55,108.58,108.89,295817,-6.713244,-6.477873,-0.235371,27.04,2.31,2.85,117.2380,136.1484,8.3480,27.2584,0,95,1
12/08/2008,17:00,109.72,112.78,109.63,111.79,278489,-6.659796,-6.514257,-0.145539,32.76,7.41,3.97,116.6160,134.8718,4.8260,23.0818,0,96,1
12/09/2008,17:00,112.13,112.65,109.91,110.15,224484,-6.672853,-6.545976,-0.126876,31.27,10.14,6.62,115.3730,133.7728,5.2230,23.6228,0,97,1
12/10/2008,17:00,110.48,114.25,108.14,108.14,161961,-6.767380,-6.590257,-0.177123,29.49,10.12,9.22,114.3020,132.6336,6.1620,24.4936,0,98,1
12/11/2008,17:00,112.13,117.20,111.36,116.06,296801,-6.132524,-6.498711,0.366186,43.17,20.05,13.44,113.6560,131.6096,2.4040,15.5496,0,99,1
12/12/2008,17:00,115.08,115.59,111.40,114.36,270533,-5.700856,-6.339140,0.638284,41.32,29.61,19.93,112.8410,130.6428,1.5190,16.2828,0,100,1
12/15/2008,17:00,114.85,118.13,112.18,112.59,235041,-5.438884,-6.159088,0.720205,39.42,38.92,29.53,112.3640,129.6424,0.2260,17.0524,0,101,1
12/16/2008,17:00,113.03,114.61,110.64,111.68,239367,-5.244246,-5.976120,0.731874,38.44,29.75,32.76,112.0280,128.7452,0.3480,17.0652,0,102,1
12/17/2008,17:00,111.83,113.58,107.96,108.14,161961,-5.314382,-5.843772,0.529390,34.83,17.04,28.57,111.3550,127.7322,3.2150,19.5922,0,103,1
12/18/2008,17:00,108.19,109.17,105.08,105.20,216945,-5.543299,-5.783678,0.240379,32.12,7.74,18.18,110.7000,126.6826,5.5000,21.4826,0,104,1
12/19/2008,17:00,105.70,106.78,104.43,105.89,184553,-5.604435,-5.747829,0.143394,33.43,3.70,9.49,110.4000,125.6940,4.5100,19.8040,0,105,1
12/22/2008,17:00,106.32,106.97,103.03,103.44,142816,-5.783908,-5.755045,-0.028863,31.14,4.27,5.23,109.5650,124.8342,6.1250,21.3942,0,106,1
12/23/2008,17:00,103.08,104.18,101.32,102.51,138567,-5.932795,-5.790595,-0.142200,30.29,6.68,4.88,108.8010,123.8860,6.2910,21.3760,0,107,1
12/24/2008,17:00,102.68,103.22,98.66,98.88,87944,-6.271406,-5.886757,-0.384649,27.18,3.54,4.83,107.8750,122.9164,8.9950,24.0364,0,108,1
12/26/2008,17:00,99.23,101.56,99.13,101.24,59497,-6.276969,-5.964800,-0.312170,32.07,7.16,5.79,106.3930,122.0758,5.1530,20.8358,0,109,1
12/29/2008,17:00,101.93,105.73,101.06,103.55,143330,-6.025522,-5.976944,-0.048578,36.56,13.17,7.95,105.3120,121.3752,1.7620,17.8252,0,110,1
12/30/2008,17:00,103.54,103.92,101.46,102.56,129199,-5.838826,-5.949320,0.110494,35.47,19.47,13.26,104.3090,120.6148,1.7490,18.0548,0,111,1
12/31/2008,17:00,102.70,109.07,100.47,108.13,182592,-5.181685,-5.795793,0.614108,45.28,31.26,21.30,103.9540,119.9206,4.1760,11.7906,0,112,1
01/02/2009,17:00,107.25,110.27,104.58,109.87,172184,-4.468977,-5.530430,1.061453,47.95,42.08,30.94,104.1270,119.3054,5.7430,9.4354,0,113,1
01/05/2009,17:00,110.57,112.81,109.09,112.34,241602,-3.662621,-5.156868,1.494247,51.55,58.83,44.06,104.8410,118.8482,7.4990,6.5082,0,114,1
01/06/2009,17:00,111.93,114.00,111.13,112.11,270019,-3.007470,-4.726989,1.719519,51.20,69.85,56.92,105.4630,118.3646,6.6470,6.2546,0,115,1
01/07/2009,17:00,111.94,112.62,105.94,106.16,296420,-2.934545,-4.368500,1.433955,42.95,68.22,65.63,105.7350,117.8358,0.4250,11.6758,0,116,1
01/08/2009,17:00,106.16,107.16,104.07,105.23,287817,-2.918157,-4.078431,1.160275,41.81,59.02,65.70,106.0070,117.3070,0.7770,12.0770,0,117,1
01/09/2009,17:00,105.98,106.23,102.91,104.36,277431,-2.941463,-3.851038,0.909575,40.73,42.96,56.73,106.5550,116.7706,2.1950,12.4106,0,118,1
01/12/2009,17:00,104.08,104.33,101.01,101.08,272828,-3.187854,-3.718401,0.530547,36.85,31.92,44.63,106.5390,116.0732,5.4590,14.9932,0,119,1
01/13/2009,17:00,101.02,103.03,99.63,101.31,340615,-3.326219,-3.639965,0.313745,37.30,23.40,32.76,106.3150,115.4112,5.0050,14.1012,0,120,1
01/14/2009,17:00,102.25,102.98,99.05,100.91,311078,-3.428628,-3.597697,0.169069,36.81,15.91,23.74,106.1500,114.7042,5.2400,13.7942,0,121,1
01/15/2009,17:00,100.87,101.52,96.73,98.73,179925,-3.643694,-3.606897,-0.036797,34.16,14.39,17.90,105.2100,114.0316,6.4800,15.3016,0,122,1
01/16/2009,17:00,98.97,100.09,97.64,97.93,258845,-3.834486,-3.652415,-0.182072,33.22,10.93,13.74,104.0160,113.2106,6.0860,15.2806,0,123,1
01/20/2009,17:00,96.51,99.40,94.72,96.45,354707,-4.058333,-3.733598,-0.324734,31.49,9.16,11.49,102.4270,112.4646,5.9770,16.0146,0,124,1
01/21/2009,17:00,96.52,100.04,95.85,99.90,276261,-3.912248,-3.769328,-0.142920,39.42,14.53,11.54,101.2060,111.8782,1.3060,11.9782,0,125,1
01/22/2009,17:00,99.82,100.71,96.02,98.89,317569,-3.833780,-3.782219,-0.051562,38.03,19.16,14.28,100.4790,111.2662,1.5890,12.3762,0,126,1
01/23/2009,17:00,98.87,102.61,97.01,101.59,269756,-3.513228,-3.728421,0.215192,43.74,28.04,20.58,100.1150,110.6808,1.4750,9.0908,0,127,1
01/26/2009,17:00,101.66,104.20,100.86,101.23,277496,-3.250765,-3.632889,0.382125,43.16,30.34,25.85,99.8020,110.1498,1.4280,8.9198,0,128,1
01/27/2009,17:00,101.26,103.10,97.02,97.19,308439,-3.330364,-3.572384,0.242020,37.29,28.07,28.82,99.4130,109.6014,2.2230,12.4114,0,129,1
01/28/2009,17:00,97.60,99.21,96.21,97.72,291416,-3.312497,-3.520407,0.207910,38.47,24.14,27.52,99.0540,109.0220,1.3340,11.3020,0,130,1
01/29/2009,17:00,97.83,97.93,95.79,97.05,245854,-3.314196,-3.479165,0.164969,37.51,18.64,23.62,98.6680,108.4532,1.6180,11.4032,0,131,1
01/30/2009,17:00,97.26,99.05,96.63,97.36,237726,-3.253029,-3.433938,0.180909,38.28,23.75,22.18,98.5310,107.9324,1.1710,10.5724,0,132,1
02/02/2009,17:00,97.36,97.92,95.44,95.69,263645,-3.301254,-3.407401,0.106147,35.72,19.41,20.60,98.3070,107.3894,2.6170,11.6994,0,133,1
02/03/2009,17:00,95.89,96.78,95.26,96.39,244615,-3.245576,-3.375036,0.129460,37.60,18.48,20.55,98.3010,106.8736,1.9110,10.4836,0,134,1
02/04/2009,17:00,96.54,97.53,95.35,95.88,254203,-3.205650,-3.341159,0.135508,36.76,13.36,17.08,97.8990,106.4412,2.0190,10.5612,0,135,1
02/05/2009,17:00,95.91,96.86,95.07,96.61,229734,-3.079604,-3.288848,0.209243,38.87,16.60,16.15,97.6710,106.0132,1.0610,9.4032,0,136,1
02/06/2009,17:00,96.61,98.29,94.21,95.65,518382,-3.022337,-3.235546,0.213209,37.12,15.51,15.16,97.0770,105.4746,1.4270,9.8246,0,137,1
02/09/2009,17:00,95.49,98.04,95.03,95.28,317497,-2.972542,-3.182945,0.210403,36.43,14.94,15.68,96.4820,105.0032,1.2020,9.7232,0,138,1
02/10/2009,17:00,95.37,97.41,92.98,93.74,359674,-3.022502,-3.150856,0.128354,33.65,10.48,13.64,96.1370,104.4276,2.3970,10.6876,0,139,1
02/11/2009,17:00,93.76,94.08,91.26,91.51,315650,-3.205093,-3.161704,-0.043389,30.08,6.09,10.50,95.5160,103.8076,4.0060,12.2976,0,140,1
02/12/2009,17:00,91.53,91.86,89.16,89.59,326176,-3.464785,-3.222320,-0.242465,27.38,3.67,6.75,94.7700,103.2522,5.1800,13.6622,0,141,1
02/13/2009,17:00,89.97,93.86,89.42,93.12,281710,-3.347167,-3.247289,-0.099878,38.33,11.07,6.94,94.3460,102.8138,1.2260,9.6938,0,142,1
02/17/2009,17:00,92.76,93.05,90.06,90.58,153708,-3.419493,-3.281730,-0.137763,34.32,14.89,9.88,93.8350,102.3280,3.2550,11.7480,0,143,1
02/18/2009,17:00,90.63,91.83,89.74,90.33,73864,-3.457134,-3.316811,-0.140323,33.94,19.33,15.10,93.2290,101.8996,2.8990,11.5696,0,144,1
02/19/2009,17:00,90.29,93.02,89.87,92.93,285979,-3.239819,-3.301412,0.061594,41.17,21.32,18.51,92.9340,101.5804,0.0040,8.6504,0,145,1
02/20/2009,17:00,92.35,92.88,90.29,91.69,244809,-3.131554,-3.267441,0.135886,38.98,25.84,22.16,92.4420,101.1784,0.7520,9.4884,0,146,1
02/23/2009,17:00,92.48,94.24,90.62,91.19,285905,-3.050931,-3.224139,0.173208,38.10,29.59,25.58,91.9960,100.7992,0.8060,9.6092,0,147,1
02/24/2009,17:00,90.85,92.88,90.40,92.69,238188,-2.833337,-3.145979,0.312641,42.31,29.54,28.32,91.7370,100.4902,0.9530,7.8002,0,148,1
02/25/2009,17:00,92.67,95.58,92.15,95.25,323428,-2.426353,-3.002053,0.575700,48.72,42.53,33.89,91.8880,100.0740,3.3620,4.8240,0,149,1
02/26/2009,17:00,95.14,98.05,95.02,97.47,287202,-1.902746,-2.782192,0.879446,53.54,65.46,45.84,92.4840,99.7362,4.9860,2.2662,0,150,1
02/27/2009,17:00,97.34,97.66,95.30,97.51,274579,-1.467638,-2.519281,1.051643,53.62,83.79,63.93,93.2760,99.4346,4.2340,1.9246,0,151,1
03/02/2009,17:00,97.09,97.24,92.59,92.90,245234,-1.477765,-2.310978,0.833213,43.74,75.81,75.02,93.2540,99.0590,0.3540,6.1590,0,152,1
03/03/2009,17:00,92.85,94.82,92.22,94.40,227737,-1.349201,-2.118622,0.769422,47.15,64.98,74.86,93.6360,98.7842,0.7640,4.3842,0,153,1
03/04/2009,17:00,94.13,98.51,93.79,98.13,298423,-0.935549,-1.882008,0.946459,54.54,66.16,68.98,94.4160,98.6428,3.7140,0.5128,0,154,1
03/05/2009,17:00,98.17,98.45,95.61,96.36,212713,-0.741997,-1.654006,0.912008,50.90,77.39,69.51,94.7590,98.4522,1.6010,2.0922,0,155,1
03/06/2009,17:00,96.36,99.05,96.20,98.27,258063,-0.429534,-1.409111,0.979577,54.43,88.07,77.21,95.4170,98.3488,2.8530,0.0788,0,156,1
03/09/2009,17:00,98.51,101.58,97.72,99.82,340821,-0.056185,-1.138526,1.082341,57.13,84.49,83.32,96.2800,98.2950,3.5400,1.5250,0,157,1
03/10/2009,17:00,100.00,101.07,98.08,98.46,240151,0.128476,-0.885126,1.013601,54.11,82.78,85.11,96.8570,98.2866,1.6030,0.1734,0,158,1
03/11/2009,17:00,98.32,98.79,94.83,95.08,293467,0.002059,-0.707689,0.709748,47.39,67.34,78.20,96.8400,98.1634,1.7600,3.0834,0,159,1
03/12/2009,17:00,95.48,99.97,95.26,99.78,284102,0.277920,-0.510567,0.788487,55.63,66.59,72.23,97.0710,98.0880,2.7090,1.6920,0,160,1
03/13/2009,17:00,99.96,100.89,98.35,99.00,186501,0.428661,-0.322721,0.751382,54.12,67.67,67.20,97.2200,98.0168,1.7800,0.9832,0,161,1
03/16/2009,17:00,97.95,100.38,96.37,100.10,209159,0.629627,-0.132252,0.761878,55.94,81.57,71.94,97.9400,97.8562,2.1600,2.2438,1,0,1
03/17/2009,17:00,99.81,102.57,99.28,101.91,178973,0.924291,0.079057,0.845234,58.84,84.75,78.00,98.6910,97.6970,3.2190,4.2130,2,0,1
03/18/2009,17:00,101.42,102.62,99.67,101.65,109272,1.123879,0.288021,0.835858,58.25,89.70,85.34,99.0430,97.4832,2.6070,4.1668,3,0,1
03/19/2009,17:00,102.49,104.97,101.54,104.03,258113,1.457302,0.521877,0.935424,62.02,92.33,88.93,99.8100,97.3216,4.2200,6.7084,4,0,1
03/20/2009,17:00,103.67,104.71,102.99,104.06,169785,1.704316,0.758365,0.945951,62.06,92.14,91.39,100.3890,97.2796,3.6710,6.7804,5,0,1
03/23/2009,17:00,104.12,106.04,103.61,105.79,207355,2.016429,1.009978,1.006451,64.74,94.44,92.97,100.9860,97.2908,4.8040,8.4992,6,0,1
03/24/2009,17:00,105.82,106.05,104.44,105.97,191556,2.252341,1.258450,0.993891,65.02,96.58,94.39,101.7370,97.3230,4.2330,8.6470,7,0,1
03/25/2009,17:00,105.72,106.17,103.85,104.76,267679,2.314981,1.469757,0.845225,61.52,95.00,95.34,102.7050,97.3966,2.0550,7.3634,8,0,1
03/26/2009,17:00,104.83,106.65,104.75,106.33,181910,2.462919,1.668389,0.794530,64.21,94.74,95.44,103.3600,97.4970,2.9700,8.8330,9,0,1
03/27/2009,17:00,105.99,106.27,103.63,104.37,161065,2.394403,1.813592,0.580811,58.69,88.54,92.76,103.8970,97.5662,0.4730,6.8038,10,0,1
03/30/2009,17:00,104.24,104.24,100.10,100.40,197148,1.996741,1.850222,0.146520,49.43,75.04,86.10,103.9270,97.5996,3.5270,2.8004,11,0,1
03/31/2009,17:00,100.63,101.93,99.76,101.65,217638,1.762143,1.832606,-0.070463,52.00,61.38,74.98,103.9010,97.6740,2.2510,3.9760,12,0,1
04/01/2009,17:00,101.65,101.65,99.25,100.38,212269,1.456949,1.757475,-0.300525,49.26,47.69,61.37,103.7740,97.7526,3.3940,2.6274,13,0,1
04/02/2009,17:00,100.44,104.86,100.44,104.63,251212,1.540265,1.714033,-0.173768,57.35,58.40,55.82,103.8340,97.8472,0.7960,6.7828,14,0,1
04/03/2009,17:00,104.35,105.89,103.01,104.50,195432,1.577618,1.686750,-0.109132,57.05,62.66,56.25,103.8780,97.9594,0.6220,6.5406,15,0,1
04/06/2009,17:00,104.39,105.59,101.80,103.04,207539,1.472437,1.643887,-0.171450,53.66,68.98,63.35,103.6030,97.9884,0.5630,5.0516,16,0,1
04/07/2009,17:00,103.38,103.81,100.39,101.14,215912,1.221683,1.559446,-0.337763,49.53,49.23,60.29,103.1200,97.9866,1.9800,3.1534,17,0,1
04/08/2009,17:00,100.46,103.29,99.36,101.37,312360,1.029649,1.453487,-0.423838,50.03,35.14,51.12,102.7810,98.0702,1.4110,3.2998,18,0,1
04/09/2009,17:00,101.95,104.44,101.71,104.23,241732,1.095610,1.381912,-0.286302,55.90,40.50,41.62,102.5710,98.2004,1.6590,6.0296,19,0,1
04/13/2009,17:00,103.99,104.14,100.83,102.04,258804,0.960101,1.297549,-0.337448,50.97,44.55,40.06,102.3380,98.3002,0.2980,3.7398,20,0,1
04/14/2009,17:00,101.95,103.11,100.84,101.40,246106,0.791939,1.196427,-0.404489,49.59,44.68,43.24,102.4380,98.3810,1.0380,3.0190,21,0,1
04/15/2009,17:00,101.15,102.78,100.90,101.24,192686,0.638399,1.084822,-0.446423,49.23,31.22,40.15,102.3970,98.4920,1.1570,2.7480,22,0,1
04/16/2009,17:00,101.69,102.47,101.10,101.97,163344,0.569062,0.981670,-0.412608,50.97,31.44,35.78,102.5560,98.6036,0.5860,3.3664,23,0,1
04/17/2009,17:00,101.92,103.36,101.40,102.32,118146,0.536174,0.892570,-0.356397,51.82,36.94,33.20,102.3250,98.7324,0.0050,3.5876,24,0,1
04/20/2009,17:00,102.13,102.28,98.06,98.38,236707,0.189994,0.752055,-0.562061,42.80,28.43,32.27,101.7130,98.7678,3.3330,0.3878,25,0,1
04/21/2009,17:00,98.11,99.16,96.59,98.42,254399,-0.080203,0.585604,-0.665807,42.91,21.96,29.11,101.2510,98.8232,2.8310,0.4032,26,0,1
04/22/2009,17:00,98.55,98.96,97.57,98.72,216286,-0.267051,0.415073,-0.682123,43.77,16.19,22.20,101.0090,98.8920,2.2890,0.1720,27,0,1
04/23/2009,17:00,98.36,99.79,98.24,99.49,204479,-0.348973,0.262264,-0.611237,46.03,24.59,20.91,100.8210,99.0070,1.3310,0.4830,28,0,1
04/24/2009,17:00,99.52,101.62,98.93,101.42,208589,-0.255221,0.158767,-0.413987,51.30,35.72,25.50,100.5400,99.2052,0.8800,2.2148,29,0,1
04/27/2009,17:00,101.32,101.32,97.88,100.01,248280,-0.291338,0.068746,-0.360084,47.64,42.64,34.32,100.3370,99.4136,0.3270,0.5964,30,0,1
04/28/2009,17:00,99.97,100.06,98.42,99.79,171578,-0.333865,-0.011776,-0.322088,47.07,46.36,41.57,100.1760,99.5470,0.3860,0.2430,31,0,1
04/29/2009,17:00,99.12,101.29,98.99,100.84,215084,-0.279618,-0.065345,-0.214273,50.11,46.16,45.05,100.1360,99.7522,0.7040,1.0878,32,0,1
04/30/2009,17:00,100.66,101.81,100.08,100.99,188385,-0.221965,-0.096669,-0.125296,50.55,50.97,47.83,100.0380,99.9654,0.9520,1.0246,33,0,1
